브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
오토카페 (AUTO CAFE),오토카페(AUTOCAFE),0,0,0,0,0,"0
(0.00)","0
(0.00)"
데이원,플러그,0,0,0,0,0,"0
(0.00)","0
(0.00)"
차일드큐브,(주)펀키즈코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
쪼오꼬,쪼오꼬,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카페 빙코리아(Cafe BINGCORIA),빙코리아연구소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
커피작명소,커피작명소,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카르투시아,㈜레오인터내셔널,0,0,0,0,0,"0
(0.00)","0
(0.00)"
스몰굿,한일인터내셔널(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
흐이숑당,(주)비에뜨반미,0,0,0,0,0,"0
(0.00)","0
(0.00)"
커피매거진,커피매거진본부,0,0,0,0,0,"0
(0.00)","0
(0.00)"
올리터,올리터카페앤디저트프랜차이즈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
로건커피,(주)디저트팩토리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
파리공방(Paris Atelier),(주)아이윈,0,0,0,0,0,"0
(0.00)","0
(0.00)"
마고플레인,(주)마고에프앤씨,0,0,0,0,0,"0
(0.00)","0
(0.00)"
릴렉스라운지,(주)오리지날스푼,0,0,0,0,0,"0
(0.00)","0
(0.00)"
빵카페,(주)빵카페,0,0,0,0,0,"0
(0.00)","0
(0.00)"
데일리티,데일리티(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
인재 36.5도 까페,협동조합인재개발뱅크,0,0,0,0,0,"0
(0.00)","0
(0.00)"
발도스커피(valdos coffee),조이풀컴퍼니(주),0,0,0,0,0,"0
(0.00)","0
(0.00)"
겟앤쇼카페(Get&Show cafe),(주)겟앤쇼,0,0,0,0,0,"0
(0.00)","0
(0.00)"
카페진리,(주)진리,0,0,0,0,0,"0
(0.00)","0
(0.00)"
도비즈커피,㈜해밀코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
밀리언커피,밀리언커피,0,0,0,0,0,"0
(0.00)","0
(0.00)"
그린머그,그린머그코리아,0,0,0,0,0,"0
(0.00)","0
(0.00)"
보틀&프레즐,공오삼st,0,0,0,0,0,"0
(0.00)","0
(0.00)"
읍천리 382,(주)원팀,0,0,0,0,0,"0
(0.00)","0
(0.00)"
비거커피,(주)코리아케이푸드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
아델라7,(주)아델라7,0,0,0,0,0,"0
(0.00)","0
(0.00)"
더착한커피,(주)코아에프엔비,0,0,0,0,0,"0
(0.00)","0
(0.00)"
cafe근대골목도나스,(주)홍두당,0,0,0,0,0,"0
(0.00)","0
(0.00)"
후식(WHO SEEK),제이엠트렌드,0,0,0,0,0,"0
(0.00)","0
(0.00)"
