브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점평균매출액(매출액지수),가맹점면적당평균매출액
대손관,(주)대대손손,2,2,0,0,0,"0
(0.00)","0
(0.00)"
정동뚝배기,(주)갑원에프에스,2,1,0,0,0,"0
(0.00)","0
(0.00)"
면앤면,추억의,가락국수,(주)갑원에프에스,2,0,0,0,0,"0
(0.00)","0
(0.00)"
오로지라멘,(주)서로다함께,2,2,0,0,0,"23,402
(0.11)","1,679
(0.01)"
삼청동궁물떡볶이,(주)삼청동에프앤씨,2,0,0,2,0,"0
(0.00)","0
(0.00)"
유자유김치떡볶이,유자유김치떡볶이,2,1,0,0,0,"0
(0.00)","0
(0.00)"
우림칼국수,우림푸드,2,2,0,0,0,"0
(0.00)","0
(0.00)"
릴라돈가스,릴라식품,2,0,0,1,0,"0
(0.00)","0
(0.00)"
분식의신,분신,(주)에스지푸드,2,2,12,0,0,"0
(0.00)","0
(0.00)"
8군돈까스&떡볶이,8군푸드,2,0,1,0,0,"0
(0.00)","0
(0.00)"
떡볶이몽테이너,유앤아이컴퍼니,2,2,0,6,0,"0
(0.00)","0
(0.00)"
부들부들떡볶이,(주)부들부들,2,0,0,6,0,"146,430
(0.69)","9,762
(0.05)"
최배달,떡순튀,(주)최배달,1,1,0,0,0,"0
(0.00)","0
(0.00)"
남대문가메골손만두,가메골푸드㈜,1,1,0,0,0,"0
(0.00)","0
(0.00)"
장안우동집,장안우동국수본점,1,1,0,0,0,"0
(0.00)","0
(0.00)"
핵볶이키친,(주)핵가족,1,1,0,0,0,"0
(0.00)","0
(0.00)"
기용,(주)기용,1,0,0,0,0,"0
(0.00)","0
(0.00)"
코미니꼬마김밥,(주)코미니,1,1,0,1,0,"0
(0.00)","0
(0.00)"
홍성래특허김밥,홍성래특허김밥,1,1,0,0,0,"0
(0.00)","0
(0.00)"
왕돈까스&왕냉면,(주)오래오래푸드,1,1,0,0,0,"0
(0.00)","0
(0.00)"
한입김밥,맛있지요F&C,1,0,0,0,0,"0
(0.00)","0
(0.00)"
바푸리국민떡볶이,(주)비피알,1,0,1,0,0,"0
(0.00)","0
(0.00)"
델리웨건등등,(주)푸드앤푸레쉬,1,0,0,2,0,"0
(0.00)","0
(0.00)"
바로그집,(주)빅브라더,1,1,0,0,0,"0
(0.00)","0
(0.00)"
007떡볶이,랜드유통,1,1,0,0,0,"0
(0.00)","0
(0.00)"
별애별떡,(주)더푸딩코리아,1,1,0,0,0,"0
(0.00)","0
(0.00)"
이공국시,이공비빔국수왕돈까스,1,0,0,0,0,"0
(0.00)","0
(0.00)"
